Time,Voltage
8593,371
8594,493
8595,590
8596,671
8597,737
8598,623
8599,499
8600,403
8601,323
8602,260
8603,373
8604,493
8605,592
8606,672
8607,736
8608,622
8609,499
8610,400
8611,319
8612,260
8613,375
8614,496
8615,593
8616,674
8617,737
8618,618
8619,496
8620,400
8621,322
8622,259
8623,376
8624,498
8625,594
8626,674
8627,738
8628,616
8629,495
8630,397
8631,319
8632,259
8633,379
8634,498
8635,595
8636,676
8637,738
8638,615
8639,494
8640,395
8641,320
8642,256
8643,378
8644,501
8645,598
8646,677
8647,741
8648,612
8649,493
8650,396
8651,318
8652,257
8653,384
8654,502
8655,600
8656,677
8657,741
8658,611
8659,491
8660,393
8661,318
8662,253
8663,387
8664,505
8665,600
8666,679
8667,743
8668,608
8669,487
8670,393
8671,315
8672,253
8673,387
8674,507
8675,602
8676,681
8677,742
8678,605
8679,488
8680,391
8681,314
8682,254
8683,388
8684,509
8685,602
8686,681
8687,744
8688,604
8689,486
8690,389
8691,310
8692,252
8693,392
8694,509
8695,605
8696,683
8697,744
8698,602
8699,483
8700,388
8701,313
8702,250
8703,392
8704,512
8705,607
8706,683
8707,745
8708,599
8709,481
8710,386
8711,312
8712,251
8713,394
8714,513
8715,608
8716,685
8717,746
8718,598
8719,479
8720,384
8721,311
8722,250
8723,397
8724,516
8725,609
8726,685
8727,746
8728,594
8729,479
8730,383
8731,309
8732,249
8733,401
8734,515
8735,610
8736,687
8737,748
8738,593
8739,478
8740,383
8741,308
8742,248
8743,402
8744,515
8745,611
8746,687
8747,747
8748,588
8749,475
8750,382
8751,307
8752,244
8753,405
8754,521
8755,613
8756,689
8757,748
8758,590
8759,474
8760,381
8761,307
8762,242
8763,406
8764,521
8765,615
8766,689
8767,749
8768,587
8769,473
8770,380
8771,304
8772,241
8773,408
8774,522
8775,616
8776,689
8777,752
8778,585
8779,470
8780,378
8781,304
8782,241
8783,410
8784,525
8785,617
8786,692
8787,732
8788,583
8789,468
8790,375
8791,302
8792,267
8793,412
8794,527
8795,618
8796,692
8797,728
8798,580
8799,468
8800,375
8801,302
8802,268
8803,414
8804,527
8805,618
8806,695
8807,726
8808,580
8809,465
8810,373
8811,299
8812,272
8813,418
8814,528
8815,621
8816,694
8817,722
8818,575
8819,463
8820,372
8821,300
8822,273
8823,418
8824,532
8825,622
8826,694
8827,719
8828,574
8829,461
8830,372
8831,298
8832,278
8833,421
8834,533
8835,622
8836,696
8837,716
8838,574
8839,462
8840,371
8841,296
8842,279
8843,423
8844,535
8845,624
8846,699
8847,713
8848,572
8849,458
8850,369
8851,297
8852,283
8853,425
8854,535
8855,626
8856,698
8857,711
8858,568
8859,458
8860,366
8861,294
8862,284
8863,426
8864,538
8865,626
8866,700
8867,710
8868,568
8869,456
8870,364
8871,293
8872,288
8873,428
8874,540
8875,630
8876,701
8877,706
8878,563
8879,454
8880,364
8881,293
8882,291
8883,429
8884,541
8885,630
8886,703
8887,703
8888,562
8889,452
8890,364
8891,293
8892,292
8893,432
8894,541
8895,632
8896,703
8897,699
8898,561
8899,451
8900,363
8901,288
8902,296
8903,435
8904,543
8905,633
8906,705
8907,697
8908,558
8909,448
8910,359
8911,288
8912,297
8913,435
8914,545
8915,633
8916,705
8917,696
8918,557
8919,447
8920,359
8921,288
8922,300
8923,439
8924,546
8925,635
8926,708
8927,691
8928,553
8929,447
8930,356
8931,287
8932,304
8933,440
8934,548
8935,637
8936,705
8937,690
8938,554
8939,444
8940,357
8941,287
8942,305
8943,442
8944,550
8945,637
8946,706
8947,688
8948,552
8949,443
8950,353
8951,287
8952,308
8953,444
8954,552
8955,640
8956,711
8957,685
8958,550
8959,442
8960,353
8961,285
8962,311
8963,447
8964,552
8965,640
8966,710
8967,683
8968,548
8969,441
8970,354
8971,283
8972,314
8973,446
8974,554
8975,641
8976,711
8977,680
8978,545
8979,438
8980,353
8981,283
8982,316
8983,448
8984,557
8985,643
8986,714
8987,676
8988,543
8989,436
8990,352
8991,281
8992,318
8993,450
8994,558
8995,643
8996,714
8997,676
8998,543
8999,436
9000,350
9001,282
9002,320
9003,452
9004,559
9005,644
9006,716
9007,673
9008,541
9009,433
9010,349
9011,279
9012,324
9013,455
9014,561
9015,645
9016,715
9017,667
9018,537
9019,433
9020,346
9021,279
9022,325
9023,457
9024,562
9025,648
9026,716
9027,667
9028,536
9029,431
9030,345
9031,277
9032,327
9033,459
9034,564
9035,649
9036,718
9037,667
9038,534
9039,429
9040,344
9041,279
9042,330
9043,461
9044,565
9045,650
9046,718
9047,662
9048,532
9049,427
9050,344
9051,276
9052,333
9053,462
9054,567
9055,652
9056,719
9057,662
9058,531
9059,427
9060,342
9061,275
9062,333
9063,462
9064,569
9065,652
9066,720
9067,659
9068,528
9069,424
9070,343
9071,273
9072,337
9073,466
9074,570
9075,654
9076,722
9077,656
9078,526
9079,423
9080,339
9081,272
9082,338
9083,469
9084,572
9085,654
9086,723
9087,655
9088,525
9089,424
9090,338
9091,272
9092,343
9093,470
9094,573
9095,654
9096,723
9097,653
9098,524
9099,420
9100,338
9101,271
9102,345
9103,471
9104,573
9105,658
9106,725
9107,650
9108,521
9109,420
9110,337
9111,271
9112,344
9113,474
9114,576
9115,658
9116,724
9117,647
9118,521
9119,417
9120,335
9121,270
9122,348
9123,475
9124,577
9125,659
9126,726
9127,644
9128,517
9129,415
9130,334
9131,270
9132,352
9133,476
9134,579
9135,661
9136,728
9137,641
9138,515
9139,414
9140,333
9141,268
9142,352
9143,479
9144,581
9145,662
9146,729
9147,640
9148,515
9149,415
9150,332
9151,266
9152,356
9153,482
9154,582
9155,663
9156,729
9157,639
9158,513
9159,411
9160,329
9161,265
9162,356
9163,482
9164,584
9165,664
9166,730
9167,636
9168,511
9169,410
9170,331
9171,263
9172,359
9173,485
9174,585
9175,665
9176,731
9177,634
9178,508
9179,408
9180,327
9181,262
9182,362
9183,486
9184,587
9185,666
9186,731
9187,632
9188,505
9189,408
9190,328
9191,262
9192,364
9193,488
9194,586
9195,667
9196,733
9197,630
9198,506
9199,406
9200,325
9201,262
9202,368
9203,489
9204,589
9205,669
9206,734
9207,626
9208,505
9209,404
9210,326
9211,261
9212,370
9213,491
9214,590
9215,671
9216,736
9217,625
9218,502
9219,401
9220,324
9221,261
9222,370
9223,493
9224,592
9225,670
9226,734
9227,621
9228,498
9229,403
9230,323
9231,258
9232,371
9233,495
9234,592
9235,672
9236,737
9237,620
9238,498
9239,401
9240,321
9241,258
9242,377
9243,496
9244,594
9245,674
9246,739
9247,618
9248,497
9249,400
9250,320
9251,256
9252,378
9253,498
9254,596
9255,675
9256,739
9257,616
9258,495
9259,398
9260,318
9261,256
9262,380
9263,500
9264,596
9265,675
9266,739
9267,615
9268,491
9269,396
9270,319
9271,255
9272,381
9273,502
9274,598
9275,677
9276,739
9277,612
9278,491
9279,395
9280,317
9281,254
9282,382
9283,503
9284,599
9285,678
9286,741
9287,606
9288,489
9289,392
9290,314
9291,254
9292,386
9293,506
9294,601
9295,679
9296,741
9297,608
9298,489
9299,393
9300,316
9301,254
9302,388
9303,508
9304,604
9305,679
9306,743
9307,606
9308,486
9309,391
9310,313
9311,251
9312,391
9313,508
9314,604
9315,680
9316,744
9317,603
9318,485
9319,388
9320,312
9321,253
9322,392
9323,510
9324,604
9325,682
9326,746
9327,600
9328,484
9329,387
9330,311
9331,250
9332,394
9333,512
9334,606
9335,683
9336,746
9337,598
9338,480
9339,385
9340,310
9341,250
9342,395
9343,514
9344,609
9345,685
9346,747
9347,598
9348,478
9349,385
9350,309
9351,249
9352,398
9353,515
9354,608
9355,685
9356,748
9357,595
9358,477
9359,383
9360,309
9361,246
9362,401
9363,518
9364,612
9365,686
9366,748
9367,592
9368,476
9369,384
9370,309
9371,244
9372,402
9373,518
9374,611
9375,688
9376,748
9377,590
9378,474
9379,381
9380,305
9381,244
9382,406
9383,521
9384,613
9385,689
9386,750
9387,588
9388,472
9389,380
9390,305
9391,241
9392,409
9393,522
9394,614
9395,691
9396,751
9397,587
9398,470
9399,379
9400,302
9401,242
9402,407
9403,524
9404,616
9405,691
9406,750
9407,585
9408,469
9409,376
9410,302
9411,263
9412,411
9413,526
9414,617
9415,693
9416,729
9417,581
9418,468
9419,376
9420,303
9421,266
9422,413
9423,527
9424,618
9425,694
9426,727
9427,580
9428,466
9429,374
9430,300
9431,270
9432,414
9433,530
9434,621
9435,696
9436,725
9437,579
9438,465
9439,369
9440,301
9441,273
9442,418
9443,529
9444,621
9445,695
9446,722
9447,577
9448,464
9449,372
9450,298
9451,274
9452,420
9453,531
9454,622
9455,695
9456,717
9457,575
9458,460
9459,370
9460,296
9461,279
9462,422
9463,534
9464,624
9465,697
9466,716
9467,571
9468,460
9469,370
9470,296
9471,282
9472,424
9473,535
9474,625
9475,698
9476,712
9477,570
9478,459
9479,368
9480,296
9481,282
9482,422
9483,538
9484,625
9485,700
9486,709
9487,568
9488,454
9489,365
9490,295
9491,288
9492,426
9493,538
9494,629
9495,699
9496,706
9497,565
9498,454
9499,366
9500,294
9501,286
9502,430
9503,539
9504,629
9505,702
9506,703
9507,564
9508,453
9509,363
9510,293
9511,291
9512,431
9513,541
9514,630
9515,703
9516,701
9517,561
9518,452
9519,364
9520,292
9521,294
9522,432
9523,544
9524,632
9525,701
9526,699
9527,559
9528,451
9529,359
9530,290
9531,297
9532,432
9533,545
9534,633
9535,703
9536,695
9537,557
9538,448
9539,359
9540,289
9541,299
9542,434
9543,547
9544,635
9545,706
9546,691
9547,558
9548,448
9549,359
9550,289
9551,302
9552,439
9553,547
9554,635
9555,708
9556,688
9557,554
9558,446
9559,357
9560,287
9561,305
9562,441
9563,547
9564,636
9565,708
9566,687
9567,551
9568,444
9569,356
9570,285
9571,306
9572,443
9573,551
9574,637
9575,707
9576,686
9577,550
9578,442
9579,354
9580,284
9581,310
9582,442
9583,552
9584,640
9585,709
9586,681
9587,546
9588,442
9589,354
9590,284
9591,313
9592,448
9593,554
9594,640
9595,710
9596,679
9597,546
9598,440
9599,352
9600,283
9601,314
9602,446
9603,555
9604,641
9605,711
9606,680
9607,542
9608,437
9609,352
9610,283
9611,317
9612,452
9613,558
9614,643
9615,714
9616,676
9617,542
9618,437
9619,351
9620,282
9621,319
9622,451
9623,558
9624,645
9625,715
9626,675
9627,541
9628,435
9629,348
9630,282
9631,321
9632,454
9633,560
9634,643
9635,716
9636,672
9637,539
9638,432
9639,347
9640,280
9641,325
9642,456
9643,561
9644,647
9645,715
9646,671
9647,536
9648,432
9649,347
9650,279
9651,327
9652,457
9653,563
9654,648
9655,718
9656,665
9657,536
9658,429
9659,347
9660,278
9661,328
9662,460
9663,565
9664,648
9665,717
9666,666
9667,534
9668,429
9669,344
9670,278
9671,330
9672,462
9673,563
9674,649
9675,719
9676,663
9677,530
9678,428
9679,343
9680,275
9681,333
9682,463
9683,568
9684,651
9685,719
9686,661
9687,530
9688,424
9689,340
9690,274
9691,336
9692,466
9693,568
9694,651
9695,722
9696,657
9697,527
9698,423
9699,341
9700,275
9701,338
9702,466
9703,569
9704,654
9705,721
9706,657
9707,526
9708,424
9709,339
9710,274
9711,340
9712,468
9713,571
9714,655
9715,723
9716,653
9717,523
9718,421
9719,337
9720,273
9721,340
9722,469
9723,571
9724,656
9725,723
9726,650
9727,522
9728,419
9729,336
9730,271
9731,346
9732,469
9733,574
9734,658
9735,725
9736,648
9737,518
9738,418
9739,335
9740,269
9741,346
9742,475
9743,577
9744,658
9745,727
9746,646
9747,518
9748,416
9749,335
9750,270
9751,350
9752,475
9753,577
9754,659
9755,726
9756,644
9757,517
9758,415
9759,332
9760,268
9761,352
9762,477
9763,580
9764,661
9765,728
9766,640
9767,514
9768,414
9769,331
9770,266
9771,354
9772,481
9773,580
9774,663
9775,728
9776,639
9777,513
9778,411
9779,332
9780,267
9781,355
9782,481
9783,582
9784,662
9785,730
9786,637
9787,511
9788,411
9789,330
9790,266
9791,358
9792,483
9793,583
9794,665
9795,731
9796,635
9797,510
9798,409
9799,328
9800,263
9801,360
9802,486
9803,584
9804,664
9805,733
9806,633
9807,509
9808,407
9809,329
9810,263
9811,360
9812,487
9813,586
9814,668
9815,732
9816,630
9817,505
9818,406
9819,326
9820,261
9821,366
9822,488
9823,587
9824,668
9825,732
9826,628
9827,503
9828,406
9829,323
9830,261
9831,367
9832,491
9833,589
9834,670
9835,735
9836,625
9837,504
9838,404
9839,323
9840,260
9841,370
9842,491
9843,591
9844,670
9845,735
9846,624
9847,501
9848,401
9849,321
9850,257
9851,373
9852,494
9853,592
9854,672
9855,736
9856,621
9857,500
9858,402
9859,323
9860,258
9861,372
9862,496
9863,593
9864,674
9865,736
9866,616
9867,496
9868,399
9869,321
9870,257
9871,377
9872,498
9873,595
9874,673
9875,737
9876,615
9877,496
9878,398
9879,320
9880,256
9881,375
9882,500
9883,596
9884,675
9885,739
9886,616
9887,494
9888,396
9889,318
9890,256
9891,381
9892,500
9893,597
9894,674
9895,739
9896,613
9897,492
9898,395
9899,316
9900,253
9901,382
9902,502
9903,598
9904,678
9905,741
9906,611
9907,490
9908,391
9909,316
9910,254
9911,385
9912,503
9913,599
9914,678
9915,742
9916,607
9917,488
9918,391
9919,316
9920,254
9921,386
9922,505
9923,601
9924,678
9925,744
9926,606
9927,486
9928,390
9929,315
9930,254
9931,388
9932,509
9933,603
9934,680
9935,744
9936,604
9937,484
9938,391
9939,313
9940,251
9941,392
9942,510
9943,604
9944,682
9945,745
9946,600
9947,484
9948,387
9949,313
9950,251
9951,394
9952,511
9953,603
9954,683
9955,745
9956,601
9957,481
9958,387
9959,309
9960,249
9961,394
9962,514
9963,607
9964,685
9965,745
9966,597
9967,481
9968,383
9969,310
9970,249
9971,396
9972,515
9973,608
9974,685
9975,746
9976,596
9977,479
9978,382
9979,310
9980,249
9981,397
9982,515
9983,611
9984,685
9985,748
9986,591
9987,478
9988,383
9989,309
9990,248
9991,402
9992,518
9993,611
9994,687
9995,749
9996,590
9997,475
9998,380
9999,308
10000,244
10001,404
10002,521
10003,613
10004,689
10005,750
10006,588
10007,472
10008,380
10009,304
10010,240
10011,405
10012,521
10013,614
10014,689
10015,751
10016,589
10017,472
10018,379
10019,306
10020,242
10021,408
10022,522
10023,615
10024,690
10025,752
10026,584
10027,471
10028,378
10029,303
10030,264
10031,410
10032,524
10033,617
10034,693
10035,731
10036,582
10037,469
10038,373
10039,301
10040,267
10041,412
10042,527
10043,618
10044,692
10045,728
10046,582
10047,468
10048,376
10049,302
10050,268
10051,414
10052,528
10053,620
10054,694
10055,725
10056,578
10057,466
10058,375
10059,301
10060,274
10061,415
10062,529
10063,622
10064,695
10065,722
10066,577
10067,462
10068,372
10069,298
10070,274
10071,418
10072,531
10073,623
10074,696
10075,721
10076,573
10077,462
10078,368
10079,298
10080,277
10081,421
10082,534
10083,623
10084,696
10085,714
10086,572
10087,461
10088,369
10089,298
10090,280
10091,423
10092,534
10093,623
10094,699
10095,714
10096,572
10097,460
10098,365
10099,295
10100,282
10101,424
10102,535
10103,626
10104,700
10105,709
10106,567
10107,458
10108,368
10109,296
10110,285
10111,426
10112,538
10113,627
10114,700
10115,709
10116,566
10117,455
10118,365
10119,293
10120,288
10121,426
10122,538
10123,629
10124,702
10125,705
10126,566
10127,454
10128,365
10129,294
10130,288
10131,429
10132,542
10133,629
10134,703
10135,703
10136,562
10137,453
10138,363
10139,292
10140,293
10141,431
10142,542
10143,630
10144,704
10145,702
10146,562
10147,451
10148,361
10149,289
10150,297
10151,434
10152,545
10153,633
10154,704
10155,698
10156,560
10157,449
10158,362
10159,289
10160,298
10161,436
10162,546
10163,633
10164,705
10165,696
10166,558
10167,446
10168,360
10169,288
10170,301
10171,438
10172,547
10173,634
10174,708
10175,692
10176,556
10177,447
10178,359
10179,287
10180,303
10181,441
10182,548
10183,637
10184,707
10185,691
10186,554
10187,445
10188,358
10189,285
10190,306
10191,443
10192,551
10193,638
10194,707
10195,687
10196,552
10197,442
10198,353
10199,287
10200,308
10201,443
10202,552
10203,639
10204,710
10205,683
10206,551
10207,442
10208,354
10209,286
10210,311
10211,445
10212,554
10213,637
10214,709
10215,681
10216,548
10217,440
10218,353
10219,284
10220,314
10221,448
10222,556
10223,640
10224,711
10225,679
10226,546
10227,439
10228,353
10229,283
10230,316
10231,450
10232,556
10233,642
10234,711
10235,679
10236,544
10237,436
10238,349
10239,281
10240,319
10241,452
10242,558
10243,644
10244,713
10245,674
10246,541
10247,434
10248,351
10249,281
10250,319
10251,452
10252,559
10253,645
10254,715
10255,673
10256,541
10257,433
10258,350
10259,280
10260,324
10261,457
10262,562
10263,648
10264,717
10265,671
10266,537
10267,433
10268,348
10269,280
10270,326
10271,457
10272,561
10273,647
10274,718
10275,669
10276,535
10277,431
10278,344
10279,277
10280,329
10281,459
10282,565
10283,648
10284,718
10285,667
10286,536
10287,430
10288,346
10289,278
10290,331
10291,462
10292,566
10293,650
10294,719
10295,663
10296,533
10297,428
10298,344
10299,275
10300,331
10301,461
10302,566
10303,651
10304,720
10305,662
10306,530
10307,425
10308,341
10309,275
10310,334
10311,463
10312,568
10313,651
10314,720
10315,659
10316,529
10317,426
10318,342
10319,274
10320,336
10321,466
10322,570
10323,654
10324,723
10325,657
10326,527
10327,423
10328,340
10329,274
10330,338
10331,468
10332,569
10333,654
10334,723
10335,654
10336,526
10337,423
10338,339
10339,273
10340,341
10341,471
10342,572
10343,656
10344,724
10345,651
10346,523
10347,419
10348,337
10349,271
10350,343
10351,473
10352,575
10353,657
10354,724
10355,650
10356,521
10357,418
10358,337
10359,270
10360,346
10361,474
10362,576
10363,659
10364,725
10365,647
10366,520
10367,416
10368,333
10369,270
10370,346
10371,474
10372,577
10373,660
10374,726
10375,645
10376,518
10377,416
10378,332
10379,269
10380,351
10381,477
10382,578
10383,660
10384,725
10385,641
10386,517
10387,415
10388,332
10389,266
10390,353
10391,480
10392,581
10393,661
10394,729
10395,641
10396,515
10397,414
10398,332
10399,266
10400,356
10401,480
10402,579
10403,663
10404,730
10405,639
10406,513
10407,412
10408,330
10409,266
10410,358
10411,482
10412,582
10413,665
10414,731
10415,636
10416,509
10417,409
10418,328
10419,263
10420,360
10421,484
10422,584
10423,666
10424,732
10425,633
10426,508
10427,409
10428,329
10429,263
10430,362
10431,487
10432,585
10433,666
10434,732
10435,633
10436,509
10437,409
10438,326
10439,262
10440,364
10441,490
10442,589
10443,669
10444,734
10445,630
10446,504
10447,405
10448,325
10449,262
10450,368
10451,489
10452,590
10453,669
10454,733
10455,628
10456,501
10457,404
10458,323
10459,261
10460,369
10461,492
10462,591
10463,667
10464,733
10465,625
10466,501
10467,403
10468,324
10469,259
10470,370
10471,494
10472,592
10473,670
10474,736
10475,622
10476,500
10477,401
10478,322
10479,260
10480,372
10481,494
10482,594
10483,673
10484,738
10485,621
10486,499
10487,401
10488,322
10489,258
10490,376
10491,497
10492,593
10493,672
10494,738
10495,617
10496,496
10497,399
10498,320
10499,259
10500,377
10501,497
10502,595
10503,676
10504,738
10505,616
10506,495
10507,399
10508,319
10509,257
10510,379
10511,501
10512,598
10513,675
10514,739
10515,614
10516,493
10517,397
10518,318
10519,255
10520,381
10521,499
10522,599
10523,676
10524,740
10525,610
10526,492
10527,394
10528,316
10529,256
10530,385
10531,502
10532,600
10533,679
10534,742
10535,609
10536,490
10537,393
10538,317
10539,252
10540,387
10541,505
10542,601
10543,679
10544,742
10545,608
10546,489
10547,391
10548,314
10549,253
10550,389
10551,508
10552,604
10553,679
10554,745
10555,605
10556,485
10557,391
10558,315
10559,251
10560,387
10561,509
10562,604
10563,682
10564,745
10565,603
10566,484
10567,389
10568,312
10569,252
10570,393
10571,509
10572,605
10573,683
10574,745
10575,601
10576,483
10577,388
10578,312
10579,251
10580,395
10581,512
10582,607
10583,683
10584,745
10585,599
10586,481
10587,386
10588,309
10589,251
10590,396
10591,515
10592,608
10593,685
10594,746
10595,597
10596,478
10597,384
10598,310
10599,248
10600,400
10601,515
10602,610
10603,686
10604,749
10605,595
10606,478
10607,383
10608,307
10609,248
10610,402
10611,518
10612,611
10613,687
10614,748
10615,593
10616,476
10617,382
10618,307
10619,248
10620,402
10621,520
10622,612
10623,688
10624,750
10625,590
10626,475
10627,382
10628,305
10629,240
10630,406
10631,519
10632,613
10633,689
10634,749
10635,589
10636,472
10637,380
10638,305
10639,242
10640,407
10641,524
10642,613
10643,690
10644,750
10645,587
10646,471
10647,378
10648,304
10649,242
10650,410
10651,525
10652,616
10653,692
10654,752
10655,585
10656,468
10657,378
10658,303
10659,262
10660,412
10661,525
10662,618
10663,693
10664,729
10665,582
10666,468
10667,376
10668,302
10669,268
10670,413
10671,528
10672,618
10673,693
10674,727
10675,579
10676,467
10677,372
10678,301
10679,269
10680,415
10681,529
10682,620
10683,695
10684,724
10685,578
10686,465
10687,374
10688,300
10689,271
10690,418
10691,529
10692,622
10693,694
10694,721
10695,576
10696,462
10697,372
10698,299
10699,276
10700,420
10701,533
10702,623
10703,697
10704,715
10705,574
10706,461
10707,370
10708,296
10709,277
10710,421
10711,533
10712,623
10713,699
10714,716
10715,572
10716,461
10717,368
10718,295
10719,279
10720,424
10721,534
10722,624
10723,699
10724,713
10725,571
10726,458
10727,368
10728,294
10729,283
10730,425
10731,537
10732,626
10733,700
10734,711
10735,568
10736,456
10737,365
10738,294
10739,288
10740,428
10741,539
10742,627
10743,701
10744,706
10745,567
10746,454
10747,365
10748,292
10749,289
10750,429
10751,540
10752,628
10753,702
10754,705
10755,564
10756,454
10757,364
10758,293
10759,290
10760,430
10761,539
10762,631
10763,703
10764,702
10765,561
10766,452
10767,362
10768,292
10769,293
10770,433
10771,543
10772,631
10773,704
10774,699
10775,560
10776,450
10777,360
10778,291
10779,296
10780,434
10781,545
10782,632
10783,704
10784,698
10785,558
10786,448
10787,360
10788,286
10789,300
10790,438
10791,546
10792,634
10793,706
10794,693
10795,553
10796,448
10797,360
10798,289
10799,301
10800,440
10801,549
10802,636
10803,706
10804,692
10805,555
10806,445
10807,357
10808,286
10809,305
10810,440
10811,549
10812,638
10813,707
10814,689
10815,552
10816,445
10817,356
10818,287
10819,307
10820,443
10821,552
10822,639
10823,708
10824,686
10825,551
10826,443
10827,354
10828,284
10829,309
10830,445
10831,551
10832,640
10833,710
10834,683
10835,550
10836,441
10837,354
10838,283
10839,311
10840,446
10841,554
10842,641
10843,712
10844,681
10845,547
10846,438
10847,352
10848,284
10849,314
10850,447
10851,555
10852,641
10853,711
10854,679
10855,545
10856,439
10857,352
10858,283
10859,317
10860,450
10861,557
10862,642
10863,713
10864,675
10865,544
10866,435
10867,349
10868,280
10869,320
10870,452
10871,558
10872,644
10873,713
10874,674
10875,540
10876,436
10877,345
10878,279
10879,319
10880,453
10881,559
10882,646
10883,714
10884,672
10885,539
10886,432
10887,348
10888,278
10889,324
10890,457
10891,561
10892,647
10893,716
10894,669
10895,537
10896,431
10897,346
10898,279
10899,326
10900,459
10901,562
10902,648
10903,717
10904,667
10905,534
10906,429
10907,346
10908,279
10909,327
10910,459
10911,564
10912,650
10913,718
10914,666
10915,534
10916,430
10917,344
10918,274
10919,330
10920,462
10921,567
10922,650
10923,719
10924,663
10925,531
10926,428
10927,342
10928,277
10929,334
10930,464
10931,567
10932,651
10933,720
10934,659
10935,531
10936,427
10937,341
10938,276
10939,338
10940,466
10941,570
10942,654
10943,723
10944,658
10945,529
10946,424
10947,340
10948,275
10949,338
10950,467
10951,569
10952,654
10953,722
10954,652
10955,526
10956,422
10957,338
10958,271
10959,341
10960,469
10961,573
10962,654
10963,722
10964,650
10965,523
10966,420
10967,337
10968,271
10969,341
10970,472
10971,574
10972,657
10973,723
10974,650
10975,524
10976,417
10977,337
10978,270
10979,343
10980,472
10981,575
10982,656
10983,726
10984,648
10985,519
10986,419
10987,336
10988,271
10989,348
10990,475
10991,575
10992,657
10993,725
10994,645
10995,519
10996,417
10997,334
10998,269
10999,349
11000,478

